"No.","Time","Source","Destination","Protocol","Length","Info"
"229","53.006680","192.168.159.151","192.168.159.152","DNS","89","Standard query 0x8b75 A clients2.google.com.mydns.com"
"230","53.007113","192.168.159.152","192.168.159.151","DNS","137","Standard query response 0x8b75 No such name A clients2.google.com.mydns.com SOA ubuntu.mydns.com"
"231","53.066235","192.168.159.151","192.168.159.152","DNS","79","Standard query 0x1c8c A clients1.google.com"
"232","53.109237","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"233","53.559311","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"234","53.811904","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"235","54.066022","192.168.159.151","192.168.159.152","DNS","79","Standard query 0xa8e2 A clients1.google.com"
"236","54.133005","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"237","56.016963","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"238","56.227318","192.168.159.151","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"239","56.935123","192.168.159.151","192.168.159.152","DNS","88","Standard query 0x8283 PTR 250.255.255.239.in-addr.arpa"
"240","57.016030","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"241","57.022362","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x2977 A 0.ubuntu.pool.ntp.org"
"242","57.022518","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x8fee AAAA 0.ubuntu.pool.ntp.org"
"243","57.109172","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"244","57.229574","192.168.159.151","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"245","58.004838","192.168.159.152","192.168.159.151","DNS","79","Standard query response 0x8a87 Server failure A clients2.google.com"
"246","58.004891","192.168.159.151","192.168.159.152","ICMP","107","Destination unreachable (Port unreachable)"
"247","58.008131","VMware_fe:64:2f","VMware_9d:e8:5f","ARP","60","Who has 192.168.159.151? Tell 192.168.159.152"
"248","58.008144","VMware_9d:e8:5f","VMware_fe:64:2f","ARP","42","192.168.159.151 is at 00:0c:29:9d:e8:5f"
"249","58.016160","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"250","58.066287","192.168.159.152","192.168.159.151","DNS","79","Standard query response 0x1c8c Server failure A clients1.google.com"
"251","58.066324","192.168.159.152","192.168.159.151","DNS","79","Standard query response 0xa8e2 Server failure A clients1.google.com"
"252","58.066432","192.168.159.151","192.168.159.152","DNS","89","Standard query 0x5d79 A clients1.google.com.mydns.com"
"253","58.066591","192.168.159.151","192.168.159.152","DNS","79","Standard query 0xa8e2 A clients1.google.com"
"254","58.066721","192.168.159.152","192.168.159.151","DNS","137","Standard query response 0x5d79 No such name A clients1.google.com.mydns.com SOA ubuntu.mydns.com"
"255","58.132714","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"256","58.230730","192.168.159.151","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"257","59.157365","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"258","59.232759","192.168.159.151","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"259","60.023335","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"260","60.935580","192.168.159.151","192.168.159.152","DNS","88","Standard query 0x8283 PTR 250.255.255.239.in-addr.arpa"
"261","61.019734","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"262","62.019915","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"263","62.021419","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0x8fee Server failure AAAA 0.ubuntu.pool.ntp.org"
"264","62.021453","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0x2977 Server failure A 0.ubuntu.pool.ntp.org"
"265","62.021558","192.168.159.151","192.168.159.152","DNS","91","Standard query 0xbf6c A 0.ubuntu.pool.ntp.org.mydns.com"
"266","62.021650","192.168.159.151","192.168.159.152","DNS","91","Standard query 0xa3f2 AAAA 0.ubuntu.pool.ntp.org.mydns.com"
"267","62.021820","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0xbf6c No such name A 0.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"268","62.021914","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0xa3f2 No such name AAAA 0.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"269","62.050719","VMware_9d:e8:5f","VMware_fe:64:2f","ARP","42","Who has 192.168.159.152? Tell 192.168.159.151"
"270","62.050900","VMware_fe:64:2f","VMware_9d:e8:5f","ARP","60","192.168.159.152 is at 00:0c:29:fe:64:2f"
"271","62.114457","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"272","63.069006","192.168.159.151","192.168.159.152","DNS","89","Standard query 0x6565 A clients1.google.com.mydns.com"
"273","63.069529","192.168.159.152","192.168.159.151","DNS","137","Standard query response 0x6565 No such name A clients1.google.com.mydns.com SOA ubuntu.mydns.com"
"274","63.125133","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"275","64.068501","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"276","64.148850","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"277","65.068004","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"278","66.068092","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"279","66.936463","192.168.159.152","192.168.159.151","DNS","88","Standard query response 0x8283 Server failure PTR 250.255.255.239.in-addr.arpa"
"280","67.119844","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"281","67.935358","192.168.159.151","192.168.159.152","DNS","88","Standard query 0x8283 PTR 250.255.255.239.in-addr.arpa"
"282","67.935976","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"283","68.067627","192.168.159.152","192.168.159.151","DNS","79","Standard query response 0xa8e2 Server failure A clients1.google.com"
"284","68.067768","192.168.159.151","192.168.159.152","ICMP","107","Destination unreachable (Port unreachable)"
"285","68.148955","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"286","68.936163","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"287","69.173503","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"288","69.941519","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"289","72.125479","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"290","72.136859","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"291","73.135909","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"292","73.140869","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"293","74.136027","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"294","74.165045","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"295","74.875728","192.168.159.151","192.168.159.152","DNS","81","Standard query 0xfc01 A 3.ubuntu.pool.ntp.org"
"296","74.875882","192.168.159.151","192.168.159.152","DNS","81","Standard query 0xbd20 AAAA 3.ubuntu.pool.ntp.org"
"297","76.537571","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"298","77.131129","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"299","77.536110","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"300","77.936460","192.168.159.152","192.168.159.151","DNS","88","Standard query response 0x8283 Server failure PTR 250.255.255.239.in-addr.arpa"
"301","78.132717","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"302","78.535802","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"303","78.934767","192.168.159.151","192.168.159.152","DNS","88","Standard query 0x8283 PTR 250.255.255.239.in-addr.arpa"
"304","79.157435","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"305","79.881530","192.168.159.151","192.168.159.152","DNS","81","Standard query 0xfc01 A 3.ubuntu.pool.ntp.org"
"306","79.881657","192.168.159.151","192.168.159.152","DNS","81","Standard query 0xbd20 AAAA 3.ubuntu.pool.ntp.org"
"307","81.136192","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"308","82.136117","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"309","82.136556","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"310","83.136216","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"311","83.157148","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"312","84.180790","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"313","84.876546","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0xfc01 Server failure A 3.ubuntu.pool.ntp.org"
"314","84.876584","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0xbd20 Server failure AAAA 3.ubuntu.pool.ntp.org"
"315","84.876960","192.168.159.151","192.168.159.152","DNS","91","Standard query 0x3039 A 3.ubuntu.pool.ntp.org.mydns.com"
"316","84.877346","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0x3039 No such name A 3.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"317","84.877484","192.168.159.151","192.168.159.152","DNS","91","Standard query 0x235a AAAA 3.ubuntu.pool.ntp.org.mydns.com"
"318","84.877796","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0x235a No such name AAAA 3.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"319","84.878089","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x7a50 A 1.ubuntu.pool.ntp.org"
"320","84.878520","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x314d AAAA 1.ubuntu.pool.ntp.org"
"321","84.878610","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"322","85.878718","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"323","86.875754","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"324","87.142300","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"325","88.149013","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"326","88.935847","192.168.159.152","192.168.159.151","DNS","88","Standard query response 0x8283 Server failure PTR 250.255.255.239.in-addr.arpa"
"327","89.172745","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"328","89.279880","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"329","89.884182","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x7a50 A 1.ubuntu.pool.ntp.org"
"330","89.884297","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x314d AAAA 1.ubuntu.pool.ntp.org"
"331","89.954658","VMware_9d:e8:5f","VMware_fe:64:2f","ARP","42","Who has 192.168.159.152? Tell 192.168.159.151"
"332","89.954900","VMware_fe:64:2f","VMware_9d:e8:5f","ARP","60","192.168.159.152 is at 00:0c:29:fe:64:2f"
"333","90.279956","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"334","91.280157","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"335","92.148098","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"336","93.172994","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"337","93.681065","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"338","94.197130","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"339","94.680168","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"340","94.878817","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0x7a50 Server failure A 1.ubuntu.pool.ntp.org"
"341","94.879152","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0x314d Server failure AAAA 1.ubuntu.pool.ntp.org"
"342","94.879256","192.168.159.151","192.168.159.152","DNS","91","Standard query 0x718f A 1.ubuntu.pool.ntp.org.mydns.com"
"343","94.879366","192.168.159.151","192.168.159.152","DNS","91","Standard query 0x43d9 AAAA 1.ubuntu.pool.ntp.org.mydns.com"
"344","94.879514","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0x718f No such name A 1.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"345","94.879527","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0x43d9 No such name AAAA 1.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"346","94.879923","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x0f8e A 2.ubuntu.pool.ntp.org"
"347","94.880090","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x4d48 AAAA 2.ubuntu.pool.ntp.org"
"348","95.219057","192.168.178.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"349","95.679837","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"350","96.222110","192.168.178.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"351","97.080703","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"352","97.153853","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"353","97.229799","192.168.178.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"354","98.079734","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"355","98.164791","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"356","98.237736","192.168.178.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"357","99.079946","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"358","99.188978","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"359","99.880053","VMware_fe:64:2f","VMware_9d:e8:5f","ARP","60","Who has 192.168.159.151? Tell 192.168.159.152"
"360","99.880076","VMware_9d:e8:5f","VMware_fe:64:2f","ARP","42","192.168.159.151 is at 00:0c:29:9d:e8:5f"
"361","99.880431","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x0f8e A 2.ubuntu.pool.ntp.org"
"362","99.880530","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x4d48 AAAA 2.ubuntu.pool.ntp.org"
"363","101.481716","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"364","102.159049","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"365","102.480083","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"366","103.189229","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"367","103.479728","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"368","104.212841","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"369","104.880564","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0x0f8e Server failure A 2.ubuntu.pool.ntp.org"
"370","104.880610","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0x4d48 Server failure AAAA 2.ubuntu.pool.ntp.org"
"371","104.880721","192.168.159.151","192.168.159.152","DNS","91","Standard query 0x4faa A 2.ubuntu.pool.ntp.org.mydns.com"
"372","104.880834","192.168.159.151","192.168.159.152","DNS","91","Standard query 0x5b13 AAAA 2.ubuntu.pool.ntp.org.mydns.com"
"373","104.881017","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0x4faa No such name A 2.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"374","104.881153","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0x5b13 No such name AAAA 2.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"375","104.881328","192.168.159.151","192.168.159.152","DNS","74","Standard query 0xb6db A ntp.ubuntu.com"
"376","104.881416","192.168.159.151","192.168.159.152","DNS","74","Standard query 0x3fa9 AAAA ntp.ubuntu.com"
"377","104.881740","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"378","105.880201","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"379","106.879809","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"380","107.164414","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
